Nota,Judul Buku
PNJM-231104-0022,"['The Shortest Poetry For You: Imperial Soulmate/ Nakamura Sayumi, Penerjemah: Torana Astrid', 'BubblePoP 6: High School Sweet Story/ Yasmin Amira, Nurul Pertiwi']"
PNJM-231104-0023,"['Teknik Analisis Keuangan Edisi Kedelapan: Petunjuk Praktis Untuk Mengelola dan Mengukur Kinerja Perusahaan/ Erich A. Helfert; Penerjemah, Herman Wibowo', 'Metodologi Penelitian Akuntansi Keperilakuan/ Arfan Ikhsan']"
PNJM-231104-0024,"['DONGENG SEMUSIM: PADA SUATU CINTA, KISAH INI PERNAH ADA/ SEFRYANA KHAIRIL', 'Membantu Desa Tertinggal/ Hardjana Hp']"
PNJM-231104-0025,"['MATA MUTIARA/ HAMZAH PUADI ILYAS', 'Ayah : Menyayangi Tanpa Akhir Pada Saatnya Kita Memang harus Sendiri/ Kirana Kejara']"
PNJM-231104-0026,['PENGANTAR ADMINISTRASI PEMBANGUNAN/ EM. LUKMAN HAKIM']
PNJM-231104-0027,"['Gerakan Sosial: Wahana Civil Society bagi Demokratisasi/ Darmawan Triwibowo', 'Manajemen Penelitian/ Suharismi Arikunto']"
PNJM-231104-0028,"['LEMBAGA SWADAYA MASYARAKAT/ ENDAR WISMULYANI', 'Metode Penelitian Kuantitatif & Kualitatif/ Jonathan Sarwono']"
PNJM-231104-0029,"['Peningkatan Kualitas Pelayanan Publik Indonesia/ Muhammad Alfiansyah', 'Electronic Goverment: Strategi Pembangunan dan Pengembangan Sistem Pelayanan Publik Berbasis Teknologi Digital/ Richardus Eko Indrajit']"
PNJM-231104-0030,"['Buku Pintar Investasi: Reksa dana, Saham, Stock Options, Valas, Emas/ Taufik Hidayat', 'Cara Cerdas berinvestasi Saham/ Try Fino']"
PNJM-231104-0031,['Shalat Yang Sempurna Panduan Shalat Sesuai Ajaran Rasullah/ Maftur Ahmad']
PNJM-231104-0032,"['Logika & Matematika/ Muhammad Rusli, I Ketut Putu Suniantara, Anggun Nugroho']"
PNJM-231104-0033,"['Seratus Pengetahuan Tentang Ruang Angkasa/ Sue Beckle', 'Seratus Pengetahuan Tentang Planet Bumi/ Peter Riley, Penerjemah: Evi Jany Kusumawati']"
PNJM-231104-0034,"['Seratus Pengetahuan Tentang Mamalia/Jinny Jhonson, Penerjemah: Endang Naskah']"
PNJM-231106-0035,"['Ekonomi Internasional Edisi Ketiga/ Dominick Salvatore; Penerjemah, Rudy Sitompul', 'Ekonomi Internasional Edisi Kelima Jilid 1/ Dominick Salvatore; Penerjemah, Haris Munandar']"
PNJM-231106-0036,['Protect/ Black Rose']
PNJM-231106-0037,"['Pengelolaan Sumber Daya Alam Indonesia: Perspektif Ekonomi, Etika, Dan Praksis Kebijakan/ Bustanul Arifin']"
PNJM-231107-0038,"['Seni Berbicara: Kepada Siapa Saja, Kapan Saja, di Mana Saja (EDISI REVISI)/ Larry King, Bill Gilbert']"
PNJM-231107-0039,"['Woi-Woi/ Contessa Dewi', 'Niloya: Lebah/ Alim Ekiz']"
PNJM-231107-0040,['PEDAGOGIK TEORETIS DAN PRAKTIS/ WAINI RASYIDIN']
PNJM-231107-0041,"['Ensiklopedia Anak Berkebutuhan Khusus/ Afin Murtie', 'Pendidikan Bagi Anak Berkesulitan Belajar/ Mulyono Abdurahman']"
PNJM-231107-0042,['Gurindam Duabelas: Dan Syair Sinar Gemala Mestika Alam/ Raja Ali Haji']
PNJM-231107-0043,['Gurindam Duabelas: Dan Syair Sinar Gemala Mestika Alam/ Raja Ali Haji']
PNJM-231107-0044,"['Berlibur Ke Pesisir/ Ana Melasari', 'Kecil - Kecil Punya Karya: Tarian Dandelion/ Ami Amira, dkk']"
PNJM-231107-0045,"['Kecil-Kecil Jadi Detektif: Teka-Teki Rubi Merah, Mengungkap Misteri Batu Permata/ Fayanna', 'Main Bareng Cenghar aceng 2 harlis/ Harlis Suardana Kasyun']"
PNJM-231107-0046,"['Kecil-Kecil Punya Karya: Liburan Di Fairy Land/Fairuza Alifa Prasetyo', 'Kecil-Kecil Punya Karya: Guava Party/ Muhammad Farrel Aryaputra Amri']"
PNJM-231107-0047,"['ATOMIC HABITS: Perubahan Kecil Yang Memberikan Hasil Luar Biasa/James Clear', 'FILOSOFI TERAS: Filsafat Yunani-Romawi Kuno Untuk Mental Tangguh Masa Kini/ Henry Manampiring']"
PNJM-231107-0048,"['Cerpen Pilihan Kompas 2014: Di Tubuh Tarra Dalam Rahim Pohon/Afrizal Malna', 'Ternyata Wanita Lebih Mudah Masuk Surga/ Lis Nuraeni Afgandi, Lis Salsabilah']"
PNJM-231107-0049,['LEMBAGA SWADAYA MASYARAKAT/ ENDAR WISMULYANI']
PNJM-231107-0050,"['IMPLEMENTASI KEBIJAKAN PUBLIK: KONSEP DAN APLIKASINYA DI INDONESIA/ ERWAN AGUNG PURWANTO, DYAH RATIH SULISTYASTUTI']"
PNJM-231108-0051,"['Journey To Damascus: Perjalanan Menuju Negeri Akhir Zaman/Abu Fatiah Al-Adnani', 'Manajemen Diri Muslimah Buku Dua: Membangun kepribadian Yang Kokoh/ Akram Ridha; Penerjemah, Kamran As ad Irsyadi']"
PNJM-231108-0052,"['Bahasa Jepang Pariwisata Dan Perhotelan: Dilengkapi Pecakapan Untuk Memandu Wisatawan dari Jepang/ Stephanus Ardi Prasetiawan', 'Babat Habis Tes Bahasa Jepang N5: Mudah Kuasai Bahasa Jepang dan Huruf Kanji Dasar N5/Pradana Istutyanto Putra']"
PNJM-231108-0053,"['Berburu Cinta atas Nama Allah SWT/ Muhammad bin Ismail Al Umrani; Penerjemah, Muhammad']"
PNJM-231108-0054,"['The Byuntae Creepy/ Karindii', 'Who Am I ? Maybe You Could Change Me/ Maharani Tasya']"
PNJM-231108-0055,['Orang Melayu: Di Zaman Yang Berubah/Isjoni']
PNJM-231108-0056,"['Survival 1: Bertahan Hidup di Pulau Tak Berpenghuni/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana', 'ENSIKLOPEDI POPULER ANAK JILID 6: SUMATRA BARAT-ZAMAN VICTORIA/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-231108-0057,"['Survival 2: Bertahan Hidup di Amazon/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana', 'ENSIKLOPEDI POPULER ANAK JILID 6: SUMATRA BARAT-ZAMAN VICTORIA/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-231108-0058,"['The Two Side Trip Broken Heart Days 1/ Yuka Nakajima; Penerjemah, Veronika Fiani Setiawan']"
PNJM-231108-0059,"['Catatan Harian Olin 3: selalu Di Hati/ Ali Muakhir', 'Detektif Javania/ Ivan Binuki, Assyfa S. Arum']"
PNJM-231108-0060,"['JAILANGKUNG SERI 1/ KRISHNA MIHARDJA', 'TENDANGAN HUSNI/ SURATINI EKO PURWATI']"
PNJM-231108-0061,"['Niloya: Berbaikan/ Alim Ekiz; Penerjemah, Maria M. Lubis', 'Holiday Licious Series: Konnichiwa Jepang/ Laksita Judith Tabina']"
PNJM-231108-0062,"['Dancing Baby karin/ Yuka Fujiwara; Penerjemah, Frisian Yuniardi', 'Panduan Terlengkap Belajar Bahasa Korea: Untuk Pemula, Pencari Beasiswa Korea Dan Calon Tenaga Kerja Indonesia-Korea Program G To G/ Hasan Hwong']"
PNJM-231108-0063,"['Strategi Pembelajaran Bahasa/ Iskandarwassid, Dadang Sunendar']"
PNJM-231108-0064,"['Memory Boosters, Penguat Ingatan: 10 Langkah Menuju daya ingat yang kuat/ Jo Iddon, Huw Williams; Penerjemah, Widyananto. S']"
PNJM-231108-0065,"['Bengkel ilmu Astronomi/ Robbin Kerrd, Penerjemah: Syamaun Pesungan', 'Sketsa Perspektif/ Theodore D. Walker; Penerjemah, S. Lemeda Simarmata']"
PNJM-231109-0066,['MENGENAL KAJIAN WACANA BAHASA INDONESIA/ BIDA PALUPI']
PNJM-231109-0067,['METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']
PNJM-231109-0068,"['MEMAHAMI LAPORAN KEUANGAN SESUAI IFRS DAN PSAK/ TOTO PRIHADI', 'Perpajakan International/ Timbul Hamonangan Simanjuntak']"
PNJM-231110-0069,"['Matematika Diskrit dan Aplikasinya pada Ilmu komputer/ Jong Jek Siang', 'Edisi Kedelapan: Kalkulus Jilid 1/Dale Varberg, Edwin J Purcell Steven E Rigdon, Ahli Bahasa: T Nyoman Susila']"
PNJM-231110-0070,['JEJAK LANGKAH BUNG HATTTA/ SRI REJEKI MERDEKAWATY']
PNJM-231110-0071,['Seri Pahlawan Nasional: Jenderal Sudirman/ Tim Bee Media Indonesia']
PNJM-231110-0072,['Partisipasi Politik: Sebuah Analisis Atas Etika Politik Aristoteles/ Yosef Keladu Koten']
PNJM-231111-0073,"['Kecil-Kecil Punya Karya: Kebun Bunga Tammy, Persahabatan Indah Terjalin Di Sini/ Hiradini Rahmah', 'Ghost School Days: Kastel Terbang/ Oyasujiwo']"
PNJM-231111-0074,"['Survival 2: Bertahan Hidup di Amazon/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana', 'Dongeng untuk Si Kecil Sebelum Bobo/ Annisa T. Kusumadewi']"
PNJM-231111-0075,"['Kimia Dasar Konsep-Konsep Inti Edisi Ketiga Jilid 1/ Raymond Chang; Penerjemah, Muhammad Abdulkadir Martoprawiro', 'Kimia Dasar: Konsep-Konsep Inti Edisi Ketiga Jilid 2/ Raymond Chang, Penerjemah: Suminar Setiadi Achmadi']"
PNJM-231111-0076,"['Halaman Terakhir: Sebuah Novel Tentang Jenderal Polisi Hoegeng/ Yudhi Herwibowo', 'Yahudi: Agama, Etnis, dan Sejarah yang Tersembunyi/ Henry C. Adams; Penerjemah, William Saputra']"
PNJM-231111-0077,"['Bubble Pop High School Sweet Story 7/ Aulid Oktadiputri [et.al]', 'Miracle Kiss/ Nashizuki Uta; Penerjemah, Ayu Arsandhi']"
PNJM-231111-0078,"['Pengantar Pendidikan: Asas & Filsafat Pendidikan/ Rulam Ahmadi', 'METODE NUMERIK DENGAN SCILAB/ SETIA BUDI SASONGKO']"
PNJM-231111-0079,"['Matematika Diskrit dan Aplikasinya pada Ilmu komputer/ Jong Jek Siang', 'Pengantar Pendidikan: Asas & Filsafat Pendidikan/ Rulam Ahmadi']"
PNJM-231111-0080,['Pelajaran untuk Dombi/ Ermina Krismarsanti']
PNJM-231111-0081,"['Kecil-Kecil Punya Karya: Life in Dormitory, Hari Baru di Asrama Duncan/ Aletha Diani Haq', 'Kecil - Kecil Punya Karya: Geng Penyelamat Alam/ Aida Riskiatul Zahra']"
PNJM-231111-0082,['Kecil-Kecil Punya Karya: Lets Go Chelsea!/ Janitra Muriza Lathifah']
PNJM-231111-0083,"['Kecil-Kecil Punya Karya: The Hidden Secret, Terdampar Di Pulau Misteri/ Salma Syifa Setyanto', 'Kecil - Kecil Punya Karya: From Holland With Love/ Yasmin Azzahra Rahman']"
PNJM-231111-0084,"['Seri 10 Hewan Yang Taat Kepada Allah Berdasarkan Kisah-Kisah Al-Quran: Seekor Anjing Menjaga Tujuh Pemula, A Dog Guarded Seven Young Men/ Yoli Hendi', 'Niloya: Manusia Pohon/ Alim Ekiz; Penerjemah, Maria M. Lubis']"
PNJM-231113-0085,"['My Possessive Bad Boy: Shes Mine Touch Her, And Ill Kill You/ Bayu Permana', 'Mora dan Megan/ Dewi Savtr']"
PNJM-231113-0086,['My Psycho Path Boy Friend/Bayu Permana']
PNJM-231113-0087,"['AlatAnalisis Data Edisi Revisi: Aplikasi Statistik Untuk Penelitian Bidang Ekonomi & Sosial/ Irwan Gani', 'Administrasi dan Akuntabilitas Publik/ Rakhmat']"
PNJM-231113-0088,"['IMPLEMENTASI KURIKULUM PENDIDIKAN KARAKTER: DILENGKAPI SECARA PENYUSUNAN DAN RPP INTEGRASI NILAI BUDAYA DAN KARAKTER BANGSA/ ENDAH SULISTYOWATI', 'Pendidikan Karakter Anak Bangsa/ Maswardi Muhammad Amin']"
PNJM-231113-0089,['Melacak Pemikiran Tasawuf di Nusantara/ Solihin']
PNJM-231113-0090,"['Sapu Bersih Ujian Kimia SMA/MA: Edisi Lengkap Pasti Masuk Perguruan Tinggi Idaman & Favorit Kelas X,XI,& XII/Agus Kamaludin', 'BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI']"
PNJM-231113-0091,"['Super Soal Kimia 1001++ SMA Kelas XI/ Agus Kamaludin', 'Jurus Tokcer Lolos SBMPTN: Bank Soal & Simulasi Kimia Paling Lengkap/ Agus Kamaludin']"
PNJM-231113-0092,"['Kampanye Isu & Cara Melobi/ Democrito T Mendoza, Penerjemah:Sri Kusdayantinah', 'DARI SOEKARNO HINGGA YUDHOYONO: PEMILU INDONESIA 1955-2009/ WIDJANARKO PUSPOYO']"
PNJM-231113-0093,['Think and Grow Rich: Edisi Abad Ke-21/ Napoleon Hill']
PNJM-231113-0094,"['RAGE OF ANGELS: MALAIKAT KEADILAN/ SIDNEY SHELDON; PENERJEMAH, SUWARNI', 'THE DEVIL WHO TAMED HER: PELAJARAN CINTA DARI SANG IBLIS PENGGODA/ JOHANNA LINDSEY; PENERJEMAH, ENDANG SULISTIYOWATI']"
PNJM-231114-0095,"['Edisi Kedelapan: Kalkulus Jilid 1/Dale Varberg, Edwin J Purcell Steven E Rigdon, Ahli Bahasa: T Nyoman Susila']"
PNJM-231114-0096,['AlatAnalisis Data Edisi Revisi: Aplikasi Statistik Untuk Penelitian Bidang Ekonomi & Sosial/ Irwan Gani']
PNJM-231114-0097,"['Riset Akuntansi/ Husein Umar', 'Dasar-Dasar Analisis Laporan keuangan/ Aman Widjaja Tunggal']"
PNJM-231114-0098,"['Akuntansi Biaya Edisi 10 Jilid 1: Perencanaan Dan Pengendalian/ Milton F. Usry, Lawrence H. Hammer']"
PNJM-231114-0099,"['Prosedur Penelitian Suatu Pendekatan Praktik Edisi Revisi 2010/ Suharsimi Arikunto', 'Prosedur Penelitian Suatu Pendekatan Praktik Edisi Revisi VI/ Suharsimi Arikunto']"
PNJM-231114-0100,['Penerapan Good Corporate Governance: Mengesampingkan Hak-Hak Istimewa Demi Kelangsungan Usaha/ Indra Surya & Ivan Yustiavandana']
PNJM-231114-0101,"['Ekonomi: Untuk SMA/MA Kelas XI Jilid 2/ Wahyu Adji, Suwerli, Suratno', 'Ekonomi Untuk SMA/MA Kelas XII Jilid 3/ Suwerli, Suratno, Wahyu Adji']"
PNJM-231115-0102,"['STRATEGI PEMBELAJARAN PENDIDIKAN KARAKTER/ SUYADI', 'FILOSOFI, PENDEKATAN, DAN PENERAPAN PEMBELAJARAN METODE KASUS EDISI 3: UNTUK DOSEN MAHASISWA/ JOGIYANTO HARTONO']"
PNJM-231115-0103,"['Karakter Guru Profesional/ Hamka Abdul Aziz', 'MODEL PEMBELAJARAN INOVATIF/ DARYANTO']"
PNJM-231115-0104,['T2ue Power Of Communication/ Efendi Wang']
PNJM-231115-0105,"['Seri Tokoh Dunia 9: George Washington/ Kwok Jui Seng; Penerjemah, Klara Slauw', 'Seri Tokoh Dunia 8: Johann Sebastian Bach/ Jui Lin Hwa; Penerjemah Klara Siauw']"
PNJM-231115-0106,"['Kumpulan Lagu Daerah/ William G, lay K yanti']"
PNJM-231115-0107,['METODE PENELITIAN KUANTITATIF: UNTUK ADMINISTRASI PUBLIK DAN MASALAH-MASALAH SOSIAL/ ERWAN AGUS PURWANTO & DYAH RATIH SULISTYASTUTI']
PNJM-231115-0108,['Laut Bercerita/ Leila S. Chudori']
PNJM-231115-0109,"['BubblePop 11/ Astrid Nur Alfaradais, Nur Afiani, Dianara Ai']"
PNJM-231115-0110,['Tepi Air (Shihu Zhuan) Kisah 108 PendekarJilid4: Pengepungan Desa Keluarga Zhu/ Shi Naian']
PNJM-231115-0111,"['Penelitian Hukum/ Peter Mahmud Marzuki', 'Pengantar Penelitian Hukum/ Soerjono Soekanto']"
PNJM-231116-0112,"['My High School Bride/ Fallonyu', 'When Miss Ugly Married Mr.Perfect / Dinda Yana']"
PNJM-231116-0113,"['Partisipasi Politik: Sebuah Analisis Atas Etika Politik Aristoteles/ Yosef Keladu Koten', 'Mengenal Ilmu Politik/ Ikhsan Darmawan']"
PNJM-231116-0114,"['Edisi Kedelapan: Kalkulus Jilid 1/Dale Varberg, Edwin J Purcell Steven E Rigdon, Ahli Bahasa: T Nyoman Susila', 'Kalkulus/ Koko Martono']"
PNJM-231116-0115,"['Seri Siapa Dia? : Buddha/ Gillian Stokes; Penerjemah, Frans Kowa']"
PNJM-231116-0116,"['Menikahimu Dengan Restu Ayah-Ibu: Raih Restu Orangtua, Gapai Pernikahan Bahagia/ Ikhsanun Kamil, Foezi Citra Cuaca']"
PNJM-231117-0117,['Kudeta Sepersemar: Penyerahan Atau Perampasan Kekuasaan/ Achmad Wisnu Aji']
PNJM-231117-0118,['Legenda Ikan Patin/ Daryatum']
PNJM-231117-0119,['Relung Rasa Raisa: Semua Butuh Kesempatan Kedua/Lea Agustina Citra']
PNJM-231117-0120,"['Geometri Ruang: Berdasarkan Teori APOS Bermuatan Karakter Kemandirian dan Komunikasi Matematis/ Sukestiyarno, Yustia Rahmawati']"
PNJM-231117-0121,['Saya Pilih Sehat & Sembuh: Tan Shot Yen/']
PNJM-231117-0122,"['FORTUNE COOKIES/ NAFTA S.MEIKA', 'Tenaga Kerja Istimewa/ Naiqueen']"
PNJM-231117-0123,"['Rich Dad Poor Dad: Apa Yang Diajarkan Orang Kaya Kepada Anak-anak Mereka Tentang Uang-Yang Tidak Diajarkan Oleh Orang Miskin Dan Kelas Menengah!/ Robert T. Kiyosaki,: Penerjemah: J. Dwi Helly Purnomo']"
PNJM-231117-0124,"['MENGENAL KEINDAHAN BAHARI TERUMBU KARANG/ AANG SONHAJI', 'Teknik Eksplorasi Sumber Daya Pesisir: (Terumbuh Karang Dan Mangrove) Berbasis Geospasial/ Suyarso']"
PNJM-231117-0125,"['Mengaji Latha-Iful Minan: Biografi Dua Wali Allah Dan Pelajaran Pencerahan Akal Dan Hati/ Ibnu Athaillah, Penerjemah: Fauzi Faisal bahreisy']"
PNJM-231118-0126,"['BubblePop 11/ Astrid Nur Alfaradais, Nur Afiani, Dianara Ai', 'Bubble Pop High School Sweet Story 7/ Aulid Oktadiputri [et.al]']"
PNJM-231118-0127,"['Catatan Harian Olin 3: selalu Di Hati/ Ali Muakhir', 'Princes Resurrection Buku 14/ Yasunori Mitsunaga; Penerjemah, Adrian']"
PNJM-231118-0128,"['Khabab bin Arats: Ahli Membuat Padang di Zaman Rasulullah SAW./ A. Setiawan', 'Aneka Percobaan Ilmiah Untuk Anak/ Ika Safitri Ningsih']"
PNJM-231118-0129,"['Aku Sayang Ayah & Ibu/Beby Haryanti Dewi', 'Dongeng Halo Balita: Rosi Dan Seribu Tas/Iwan Yuswadi']"
PNJM-231118-0130,"['Mia The Brave: Anak Keraton/ Satrio, Geugeu, Rendra', 'Komik Kecil-Kecil Punya Karya: Perang Bantal/ Nadira Ramadhan Rosapatria']"
PNJM-231118-0131,"['Wahana Eksplorasi, Kreasi Dan Ekspresi: Dunia Anak Edisi Khusus Keajaiban Langit/ Gakken', 'Amalan Saleh/ Dar Mizan']"
PNJM-231118-0132,"['Kecil-Kecil Punya Karya: (Not) A Best Friend, Kendy Dan Max Bersahabat Lagi/ Queen Aura', 'Kecil-Kecil Punya Karya: Sajadah Terbang/Jasmine Hasna Nafila']"
PNJM-231118-0133,"['Kecil-Kecil Punya Karya: Kebun Bunga Tammy, Persahabatan Indah Terjalin Di Sini/ Hiradini Rahmah', 'Kecil-Kecil Punya Karya: The Pink Shoes/Maulidya Risti Fatihah']"
PNJM-231118-0134,"['Kecil-Kecil Punya Karya: Diari Arcita/ Nada Nadzira Ayasha Kamal', 'New Crazy School/ Keith']"
PNJM-231118-0135,['Halaman Terakhir: Sebuah Novel Tentang Jenderal Polisi Hoegeng/ Yudhi Herwibowo']
PNJM-231118-0136,"['Ghost School Days: Magic Tralala/ Fayanna Ailisha Davianny, Assyifa S.Arum', 'Atlas Indonesia dan Dunia: Edisi 33 Propinsi Di Indonesia/ Karya Gemilang Utama']"
PNJM-231118-0137,"['AKU MEMBACA, AKU TERSENYUM/ AM WASKITO', 'Laut Bercerita/ Leila S. Chudori']"
PNJM-231118-0138,"['Seratus Pengetahuan Tentang Tubuh Manusia/ Steve Parker; Penerjemah, Endang Naskah Alimah', 'Seratus Pengetahuan Tentang Penemuan/ Duncan Brewer; Penerjemah, Rachma Apsari']"
PNJM-231118-0139,"['Seri Penemuan 52: Penemuan Oven / Petshopbox Studio', 'Seri Penemuan 28: Penemuan Roket/ Comic Tribe']"
PNJM-231118-0140,['Seri Penemuan 38: Penemuan Rice Cooker/ Up Graders Studio']
PNJM-231118-0141,"['Kecil-Kecil Punya Karya: Musim Hujan Yang Hangat/ Bintang Nurul Hidayati', 'Kecil - Kecil Punya Karya: Misteri Ayam Ketawa/ Syamsia Hawa']"
PNJM-231118-0142,"['Kecil-Kecil Punya Karya: Stranded Cerita Dari Pulau Tak Berpenghuni/ Oryza Sativa Apriyani', 'Detektif Javania/ Ivan Binuki, Assyfa S. Arum']"
PNJM-231118-0143,['Aku Jago Menggamnbar: Superhero Seri 3/ Irwan Nuswantoro']
PNJM-231118-0144,"['Pengantar Pendidikan/ Umar Tirtarahardja, La Sulo', 'Sejarah Pendidikan Nasional: Dari Masa Klasik Hingga Modern/ Muhammad Rifai']"
PNJM-231118-0145,"['Aku Sayang Kamu: I Love You/Zahidah R Sanami Ahli Bahsa: Ali Isminudar', 'Giga & Gogi/ Ermina Krismarsah']"
PNJM-231120-0146,['Legenda Ikan Patin/ Daryatum']
PNJM-231120-0147,['Protect/ Black Rose']
PNJM-231120-0148,['Pendidikan Anti Korupsi: Untuk Sekolah Dan Perguruan Tinggi/ David Wijaya']
PNJM-231120-0149,['Friend Zone/ Abdul Aziz']
PNJM-231120-0150,"['Cara Jitu Lulus Tes TNI-Polri/ Ratih Putri Pratiwi', 'Kupas Tuntas TPA: TesPotensi Akademik Edisi Baru/ Arif Akhyanto']"
PNJM-231120-0151,['Macam-Macam Penyakit Menular dan Pencegahannya/ Faisal Yatim']
PNJM-231120-0152,"['Petualangan Dawn Treader: The Voyage Of The Dawn Treader/ C.S. Lewis; Penerjemah, Indah S. Pratidina']"
PNJM-231120-0153,"['Mikro Ekonomi: Teori Pengantar Edisi Ketiga/ Sadomo Sukirno', 'Pengantar Mikroekonomi Edisi Kedelapan, Jilid 2/ Richard G. Lipsey, Peter O. Steiner, dan Douglas D. Purvis; penerjemah, Jaka Wasana & Kirbrandoko']"
PNJM-231121-0154,"['Hukum Bisnis Untuk Perusahaan: Teori & Contoh Kasus/Abdul R Saliman', 'Hak Milik Intelektual Undang-Undang Merek 1992: UU No.19 Th. 1992/ Sinar Grafika']"
PNJM-231121-0155,"['Kitab Undang-Undang Hak Kekayaan Intelektual/ Peraturan Lengkap 2011 Edisi', 'Hukum Merek:Cara Mudah Mempelajari Undang-Undang Merek/ Ahmadi Miru']"
PNJM-231121-0156,['Kitab Undang-Undang Hak Kekayaan Intelektual/ Peraturan Lengkap 2011 Edisi']
PNJM-231121-0157,"['Kitab Undang-Undang HKI Hak Kekayaan Intelektual/ Tim Redaksi Fokus Media', 'Kitab Undang-Undang Hak Kekayaan Intelektual/ Peraturan Lengkap 2011 Edisi']"
PNJM-231121-0158,"['Perbandingan Singkat pelindungan Merek Belanda Dan Indonesia/ Insan Budi Maulana', 'Hukum Perlindungan Konsumen/ Ahmadi Miru, Sutarman Yodo']"
PNJM-231121-0159,"['Undang-Undang HAKI (Hak Atas Kekayaan Intelektual)/ Tim Visi Media', 'Perbandingan Singkat pelindungan Merek Belanda Dan Indonesia/ Insan Budi Maulana']"
PNJM-231121-0160,"['Kitab Undang-Undang HKI Hak Kekayaan Intelektual/ Tim Redaksi Fokus Media', 'Hak-Hak Konsumen Jika Dirugikan/ Happy Susanto']"
PNJM-231121-0161,"['Kitab Undang-Undang HKI Hak Kekayaan Intelektual/ Tim Redaksi Fokus Media', 'Hukum Perlindungan Konsumen/ Ahmadi Miru, Sutarman Yodo']"
PNJM-231121-0162,"['Perlindungan Konsumen Dalam Transaksi Elektronik/ Iman Syahputra', 'Himpunan Yurisprudensi Hukum Hak Cipta dan Merk/ Suryono']"
PNJM-231121-0163,"['Undang-Undang HAKI (Hak Atas Kekayaan Intelektual)/ Tim Visi Media', 'Perlindungan Konsumen Dalam Transaksi Elektronik/ Iman Syahputra']"
PNJM-231121-0164,"['Hak Milik Intelektual Undang-Undang Merek 1992: UU No.19 Th. 1992/ Sinar Grafika', 'Hak-Hak Konsumen Jika Dirugikan/ Happy Susanto']"
PNJM-231121-0165,"['Kitab Undang-Undang Hak Kekayaan Intelektual (Haki)/ kansil', 'Hak Milik Intelektual Undang-Undang Merek 1992: UU No.19 Th. 1992/ Sinar Grafika']"
PNJM-231121-0166,"['Trips-WTO & Hukum Hki Indonesia: Kajian Perlindungan Hak Cipta Seni Batik Tradisional Indonesia/ Afrillyanna Purba', 'Perbandingan Singkat pelindungan Merek Belanda Dan Indonesia/ Insan Budi Maulana']"
PNJM-231121-0167,"['Hukum Perlindungan Konsumen/ Ahmadi Miru & Sutarman Yodo', 'Trips-WTO & Hukum Hki Indonesia: Kajian Perlindungan Hak Cipta Seni Batik Tradisional Indonesia/ Afrillyanna Purba']"
PNJM-231121-0168,"['Kitab Undang-Undang Hak Kekayaan Intelektual (Haki)/ kansil', 'Hak-Hak Konsumen Jika Dirugikan/ Happy Susanto']"
PNJM-231121-0169,"['Hak-Hak Konsumen Jika Dirugikan/ Happy Susanto', 'Kitab Undang-Undang Hak Kekayaan Intelektual (Haki)/ kansil']"
PNJM-231121-0170,"['Hukum Perlindungan Konsumen/ Ahmadi Miru, Sutarman Yodo', 'Kitab Undang-Undang HKI Hak Kekayaan Intelektual/ Tim Redaksi Fokus Media']"
PNJM-231121-0171,"['Referensi Berharga bagi Para Pecinta Astrologi dan Sejarawan: AStrologi dan Sejarah Dunia/ Ivan Taniputera', 'Undang-Undang HAKI (Hak Atas Kekayaan Intelektual)/ Tim Visi Media']"
PNJM-231121-0172,"['Perlindungan Konsumen Dalam Transaksi Elektronik/ Iman Syahputra', 'Himpunan Yurisprudensi Hukum Hak Cipta dan Merk/ Suryono']"
PNJM-231122-0173,"['Arabia Before Muhammad: Arab Sebelum Muhammad/ De Lacy O Leary; Penerjemah, Khusnul Harsul, Natalisha Krisnawati']"
PNJM-231122-0174,"['Psikologi Ibu dan Anak Untuk Kebidanan/ Herawati Mansur', 'Sinopsis Obstetri Jilid 1 Edisi 2: Obstetri Fisiologi, Obstetri Patologi/ Rustam Mochtar']"
PNJM-231122-0175,"['Asuhan Kebidanan Pada Kehamilan Fisiologis/ Ummi Hani...[et.all]...', 'Psikologi Ibu dan Anak Untuk Kebidanan/ Herawati Mansur']"
PNJM-231122-0176,"['Keajaiban Tali Pusat & Plasenta Bayi: Wajib Dimiliki Oleh Semus Keluarga/ Ria Riksani', 'Asuhan Kebidanan Pada Masa Nifas/ Sitti Saleha']"
PNJM-231123-0177,['METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']
PNJM-231123-0178,['Jodoh Pasti Bertemu/ Astrid Tito']
PNJM-231123-0179,['Jangan Salah Pilih Pasangan: Temukan Soulmate Sejatimu/ Ayah Edy']
PNJM-231123-0180,['Mahalnya Demokrasi Memudarnya Ideologi: Potret Komunikasi Politik Legislator-Konstituen/ Pramono Anung Wibowo']
PNJM-231124-0181,['MINPI SANG PRAMUGARI/ KETUT SUGIARTA']
