Nota,Judul Buku
PNJM-230315-0138,"['METODE PENELITIAN PENDIDIKAN BAHASA/ SYAMSUDDIN, VISMAIA S. DAMAIANTI', 'METODOLOGI PENELITIAN KUALITATIF EDISI REVISI/ LEXY J. MOLEONG']"
PNJM-230315-0139,['Penelitian Kualitatif Dasar-Dasar Edisi 2/ Samiaji Sarosa']
PNJM-230315-0140,"['Manajemen UMKM dan Sumber Daya Manusia/ Perlagutan Silitonga', 'FAST TRACK HUMAN RESOURCE MANAGEMENT: CARA PRAKTIS BELAJAR MANAJEMEN SUMBER DAYA MANUSIA/ SYAMSUL BAHRI']"
PNJM-230315-0141,"['Pengembangan Sumber Daya Manusia Manajemen Pelatihan Ketenagakerjaan: Pendekatan Terpadu/ Oemar Hamalik', 'Manajemen UMKM dan Sumber Daya Manusia/ Perlagutan Silitonga']"
PNJM-230315-0142,"['Pengembangan Sumber Daya Manusia Manajemen Pelatihan Ketenagakerjaan: Pendekatan Terpadu/ Oemar Hamalik', 'FAST TRACK HUMAN RESOURCE MANAGEMENT: CARA PRAKTIS BELAJAR MANAJEMEN SUMBER DAYA MANUSIA/ SYAMSUL BAHRI']"
PNJM-230315-0143,"['Sulap Matematika SMP MTs Kelas 9: Seri Ulangan Anti Perbaikan/ Atsnan, Rahmita Yuliana Gazali']"
PNJM-230315-0144,"['Konseling Gizi: Proses Komunikasi Tata Laksana Serta Aplikasi Konseling Gizi Pada Berbagai Diet/Cornelia,.. [et.al]']"
PNJM-230315-0145,"['Akuntasi: Penggabungan Usaha/ Marisi P. Purba', 'Autisme: Suatu Gangguan Jiwa Pada Anak-Anak/ Faisal Yatim']"
PNJM-230315-0146,['Gerbang Dialog Danur/ Risa Saraswati']
PNJM-230315-0147,"['Koala Kumal/ Raditya Dika', 'Pink Berry Club: Soshiki, Pilihan Yang Tersisa tinggalah Menjatuhkan Atau.. Jatuh/ Nadia Fourina Surya']"
PNJM-230316-0148,"['Cara Cerdas Cepat MEnguasai Percakapan: Bahasa Mandarin/ Chia Haris', 'Negeri Negeri Penghafal Al-Quran: Inspirasi Dan Motivasi Semarak Tahfizh Al-Quran Dari 32 Negara Di 4 Benua/Abu Ammar']"
PNJM-230316-0149,['Manajemen Administrasi Perkantoran Modern/ Badri Munir Sukoco']
PNJM-230316-0150,"['Mudah Memahami Dan Mengimplementasikan Ekonomi Makro: Disertai Teori Soal Diskusi Dan Studi Kasus/ Handy Aribowo, Alexander Wirapraja, Imam Wijoyo', 'Ekonomi Makro Edisi Kelima Buku Pertama/ Rudiger Dornbusch, Stanley Fischer; Penerjemah, Sahat Simamora']"
PNJM-230316-0151,"['Ekonomi Makro Edisi Kelima Buku Pertama/ Rudiger Dornbusch, Stanley Fischer; Penerjemah, Sahat Simamora', 'Mudah Memahami Dan Mengimplementasikan Ekonomi Makro: Disertai Teori Soal Diskusi Dan Studi Kasus/ Handy Aribowo, Alexander Wirapraja, Imam Wijoyo']"
PNJM-230316-0152,"['Ilmu Hadits Praktis / Mahmud Thahan; Penerjemah, Abu Fuad']"
PNJM-230316-0153,"['Mora dan Megan/ Dewi Savtr', 'A : Aku Benci dan Cinta/ Wulanfadi']"
PNJM-230316-0154,"['Seribu Satu Percakapan Bahasa Jerman Segala Situasi/ Ridwansyah', 'Babat Habis Tes Bahasa Jepang N5: Mudah Kuasai Bahasa Jepang dan Huruf Kanji Dasar N5/Pradana Istutyanto Putra']"
PNJM-230317-0155,"['Minhajul Muslim: Konsep Hidup Ideal Dalam Islam/ Syaikh Abu Bakar Jabir Al-Jaza Iri; Penerjemah, Musthofa Aini, Amir Hamzah FAchrudin', 'KUMPULAN KULTUM TERLENGKAP SEPANJANG TAHUN: JILID 2/ HASAN EL-QUDSY']"
PNJM-230317-0156,['Wealth Management: Tata Kelola/Ikatan Bankir Indonesia']
PNJM-230317-0157,"['Tes IQ Putra Putri Anda: Mengenal Tes Inteligensi dan Estimasi Prestasi Anak/ Wiwik Sulistyaningsih', 'Sembilan Puluh Sembilan, Sembilan % Lulus: TPA & TKPA, SBMPTN/ Polmas Sihombing']"
PNJM-230317-0158,['METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']
PNJM-230317-0159,['PARADIGMA SOSIOLOGI SASTRA/ NYOMAN KUTHA RATNA']
PNJM-230317-0160,"['Nebula Aku Akan Menjadi Bintangmu/ Wahyu Indah', 'Hukum Acara Perdata Lengkap/ Ropaun Rambe']"
PNJM-230317-0161,['Teori Hukum: Strategi tertib Manusia Lintas Ruang Dan Generasi/ Satjipto Rahardjo']
PNJM-230317-0162,"['Soal-Soal Tes Potensi Akademik (TPA)/ Saeful Zaman & Dyan R. Helmi', 'English Grammar Practice For Toefl: Persiapan Tes/ Dhanny R. Cyssco']"
PNJM-230317-0163,['Belajar & Faktor-Faktor Yang Mempengaruhinya/ Slameto']
PNJM-230317-0164,"['Psikologi Pendidikan: (Komponen MKDK)/ M. Dalyono', 'Psikologi Pendidikan/ Ngalim Purwanto']"
PNJM-230317-0165,"['Psikologi Pendidikan/ Ngalim Purwanto', 'Psikologi Pendidikan: (Komponen MKDK)/ M. Dalyono']"
PNJM-230317-0166,"['Psikologi Pendidikan: (Komponen MKDK)/ M. Dalyono', 'Belajar & Faktor-Faktor Yang Mempengaruhinya/ Slameto']"
PNJM-230317-0167,"['METODE PENELITIAN PENDIDIKAN BAHASA/ SYAMSUDDIN, VISMAIA S. DAMAIANTI', 'Metode Penelitian Bahasa/ Mansun']"
PNJM-230317-0168,"['Seri Cerita Anak Usia Dini: Menggosok Gigi Yang Menyehatkan, Health Brushing Teeth/ Zahidah R. Sanami', 'Aku Anak Mandiri/ Ermina Krismarsanti']"
PNJM-230318-0169,['Seratus Satu Tips & Trik Handphone/ Efvy Zamidra Zam']
PNJM-230318-0170,['Operations Research: Jilid 1/ Siswanto']
PNJM-230318-0171,['Riset Operasi Dan Ekonofisika ( Perations Research & Econophsics)/ Suyati Prawirosentone']
PNJM-230318-0172,"['AKUNTANSI MANAJEMEN/ ANTHONY A. ATKINSON...[ET.AL]...; PENERJEMAH, MIRANTI KARTIKA DEWI']"
PNJM-230318-0173,"['ENSIKLOPEDI POPULER ANAK JILID 1:ABDURRAHMAN WAHID-BUKU/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN', 'ENSIKLOPEDIA PERCOBAAN SAINS JILID 3: KEAJAIBAN FISIK DAN MATERI/ JOANNA LORENZO; PENERJEMAH, REYNALDO KRISSANCHA AZARYA']"
PNJM-230318-0174,"['Pasti Bohong Belajar Bahasa Inggris itu Menyebalkan/ Ika, Nilla', 'Basic English Drill/ Arbain [et.al]']"
PNJM-230318-0175,['CANTIK ITU LUKA/ EKA KURNIAWAN']
PNJM-230319-0176,"['Belajar & Pembelajaran: Teori Dan Praktik/ Thobroni', 'PEMBELAJARAN TEMATIK TERPADU/ ABDUL MAJID']"
PNJM-230319-0177,['Siapapun Bisa Bahasa Jepang/ Darjat']
PNJM-230319-0178,['Minhajul Muslim: Pedoman Hidup Harian Seorang Muslim/ Syaikh Abu Bakar Jabir Al Jazairy; Penerjemah: Ikhwanuddin Abdullah']
PNJM-230320-0179,['Hukum Tata Negara Indonesia/ Lintje Anna Marpaung']
PNJM-230320-0180,"['KUHP Dan KUHAP: Dilengkapi Yurisprudensi mahkamah Agung Dan Hoge Raad/ Soenarto Soerodibroto', 'Hukum Tata Negara Indonesia/ Dasril Radjab']"
PNJM-230320-0181,"['KUHP dan KUHAP: Edisi Revisi 2010/ Pemerintah Indonesia', 'Hukum Tata Negara Indonesia/ Dasril Radjab']"
PNJM-230320-0182,"['Akuntansi Biaya Edisi 10 Jilid 1: Perencanaan Dan Pengendalian/ Milton F. Usry, Lawrence H. Hammer']"
PNJM-230320-0183,"['Menulis Ilmiah : Metedologi Penelitian Kualitatif Edisi Kedua/ Septiawan Santana K', 'Penelitian Kualitatif Dasar-Dasar Edisi 2/ Samiaji Sarosa']"
PNJM-230320-0184,"['PENGKHIANATAN DALAM KEMATIAN/ J.D ROBB; PENERJEMAH, SISILIA KINANTI G.', 'JUDGMENT IN DEATH: PENGHAKIMAN DALAM KEMATIAN/ J.D. ROBB; PENERJEMAH, AMBHITA DHYANINGRUM']"
PNJM-230320-0185,"['Ekonomi Untuk SMA/MA Kelas X Jilid 1/ Wahyu Adji, Suwerli, Suratno']"
PNJM-230320-0186,"['Kecil - Kecil Punya Karya: The Twinkle Star From Gryeld Fe Dowils/ Ulinnuha Corinna Azmi', 'Kecil - Kecil Punya Karya: The Rainbow school, Pengalaman Seru Di Sekolah Baru/ Amatullah Nuha Salsabil']"
PNJM-230320-0187,"['Kecil-Kecil Punya Karya: Indahnya Langit Kanazawa/ Adila Tsabita Suryo Kusumo', 'Kecil-Kecil Punya Karya: Liburan Di Fairy Land/Fairuza Alifa Prasetyo']"
PNJM-230320-0188,"['Nihongo Untuk Orang Indonesia/Edizal', 'Siapapun Bisa Bahasa Jepang/ Darjat']"
PNJM-230320-0189,['Siapapun Bisa Bahasa Jepang/ Darjat']
PNJM-230320-0190,['Hukum Agraria & Hak-Hak Atas Tanah/ Urip Santoso']
PNJM-230320-0191,"['Hukum Perkawinan Islam: Suatu Analisis Dari Undang-Undang No. 1 Tahun 1974 Dan Kompilasi Hukum Islam/ Mohd. Idris Ramulyo', 'Fikih Islam Lengkap Penjelasan Hukum Hukum Islam Madzhab Syafii/ Musthafa Dib Al Bugha']"
PNJM-230321-0192,['Sosiologi Klasik: Dari Comte Hingga Parsons/ Wardi Bachtiar']
PNJM-230321-0193,"['Ekonomi Untuk SMA/MA Kelas XII Jilid 3/ Suwerli, Suratno, Wahyu Adji', 'Ekonomi Untuk SMA/MA Kelas X Jilid 1/ Wahyu Adji, Suwerli, Suratno']"
PNJM-230321-0194,['Sosiologi Klasik: Dari Comte Hingga Parsons/ Wardi Bachtiar']
PNJM-230321-0195,"['Matematika Dasar Teori & Aplikasi Praktis Edisi Ketiga/ John Bird; Penerjemah Ir. Refina Indriasari', 'Matematika Universitas/b Frank Ayres, Philip A. Schmidt; Penerjemah, Chrisman Silaban']"
PNJM-230321-0196,['Sosiologi Klasik: Dari Comte Hingga Parsons/ Wardi Bachtiar']
PNJM-230321-0197,"['El Kehadiranmu Di Kehidupanku Bagaikan Hujan Turun Di Tanah Yang Tandus/ Luluk HF', 'Pengantar Akuntansi Keuangan Edisi Ke 6 Jilid 1/ Charles T. Horngren, Gary L. Sundem, John A. Elliot; Penerjemah, Salmon Sihombing']"
PNJM-230321-0198,['MEMAHAMI METODE-METODE PENELITIAN: SUATU TINJAUAN TEORITIS DAN PRAKTIS/ ANDI PRASTOWO']
PNJM-230321-0199,"['Database Relasional Dengan MySQL/ Bunafit Nugroho', 'Analisis Dan Perancangan Sistem Basis Data/ Wahyuni Reksoatmodjo']"
PNJM-230321-0200,"['Schaums Optlines: Dasar-Dasar Database Relasional/ Ramon A Mata Toledo, Pauline K. Cusman; Penerjemah, Soni Astranto', 'Membuat APlikasi Database Dengan PowerBuilder 12.6 Dan MySQL/ Syahrial Chan']"
PNJM-230321-0201,"['KONSEP DAN PERANCANGAN BASIS DATA/ SINTHA SETYANINGSRUM', 'Analisis Dan Perancangan Sistem Basis Data/ Wahyuni Reksoatmodjo']"
PNJM-230321-0202,['Sosiologi Agama dari Klasik Hingga Postmodern/ Sindung Haryanto']
PNJM-230321-0203,"['Akuntansi manajemen Jilid 2/ Don R. Hansen, Maryanne M. Mowen; Penerjemah, Ancella A. Hermawan']"
PNJM-230321-0204,"['Kunci Penyelesaian Soal: Akuntansi Manajemen / Don R. Hansen, Maryanne M. Mowen; Penerjemah, Ancella A. Hermawan']"
PNJM-230321-0205,"['The Alpha: Menjadi Cewek Smart, Independen, Dan Anti-galau Girls Guide/ Manampiring Henry', 'Akuntansi manajemen Jilid 2/ Don R. Hansen, Maryanne M. Mowen; Penerjemah, Ancella A. Hermawan']"
PNJM-230321-0206,['Sosiologi Klasik: Dari Comte Hingga Parsons/ Wardi Bachtiar']
PNJM-230321-0207,"['Modern English Conversation/ Djalinus Syah', 'Basic Conversation/ Djalinus Syah']"
PNJM-230321-0208,"['Agar Tak Merugi Di Bulan Suci: Cara Mengatur Waktu & aktivitas Ramadhan Untuk Menggapai Rahmat,Berkah,Dan Ampunan Ar-Rahman/Siraj Abu Taimiyyah, M.H.I', 'Mutiara Alquran: Menerapkan Nilai-Nilai Kitab Suci Dalam Kehidupan Sehari-Hari/ Salman Harun']"
PNJM-230321-0209,"['Niloya: Daun Gugur/ Alim Ekiz; Penerjemah Maria M.Lubis', 'Niloya: Lebah/ Alim Ekiz']"
PNJM-230321-0210,['Aku Belajar Disiplin/ Nizar Ulumuddin']
PNJM-230321-0211,"['Islam Agamaku/ Beby Haryanti Dewi', 'Fun Thinkers Thinking Skills Level 1: SHHH, Im Thinking: Builds Problem Solving, Visual Discrimination & Sorting Skills/ Groiler']"
PNJM-230324-0212,"['Mukhtashar Minhajul Qashidin: Mearaih Kebahagiaan Hakiki Sesuai Tuntunan Ilahi/Al-Imam IBnu Qudamah Al-Maqdisi; Penerjemah, Izzudin Karimi']"
PNJM-230324-0213,"['SOSIOLOGI SASTRA/ ROBERT ESCARPIT', 'Spektrum Teori Sosial: Dari Kalsik Hingga Postmodern/Sindung Haryanto']"
PNJM-230324-0214,"['Tiga Puluh Tipologi Manusia Dan Rahasia Kepribadiannya/ Ziyad Ulhaq', 'Menanamkan Iman Kepada Anak/ Amni Ar-Ramadi']"
PNJM-230324-0215,"['BUKU PINTAR SUPERKOMPLET BIOLOGI: A-Z MATERI BIOLOGI SMA-MA/ SATI HARIYANTO', 'Biologi 2 SMA Dan MA untuk Kelas XI/ Diah Aryulina...[et.all]...']"
PNJM-230324-0216,"['Kunci Penyelesaian Soal: Akuntansi Manajemen / Don R. Hansen, Maryanne M. Mowen; Penerjemah, Ancella A. Hermawan']"
PNJM-230324-0217,"['Mix Edition Ghost School: Tas Impian/Bambang Irwanto', 'MERAWAT KUCING/ AKHMAD YASIR HARDIMAN']"
PNJM-230325-0218,['Kesempurnaan Ibadah Ramadhan/ Abdul Manan Bin Haji Muhammad Sobari']
PNJM-230325-0219,['KEPALA SEKOLAH SEBAGAI PEMIMPIN PEMBELAJARAN/ DARYANTO']
PNJM-230325-0220,"['Ikuti Kata Hatimu/ Andrew Matthews; Penerjemah, Follow Your Heart', 'Merry Riana: Campus Ambassadors/ Shandy Tan']"
PNJM-230325-0221,"['TOEFL Preparation: The Test Of English as a Foreign Language/Slamet Riyanto, Anna Christina Handhini', 'English Grammar Completed Edition/ A. Faidlal Rahman Ali']"
PNJM-230326-0222,"['Pembangunan Ekonomi Edisi kesembilan Jilid I/ Todaro, Michael P, Stephen C. Smith']"
PNJM-230326-0223,['Pengantar Ekonomi Makro/Deliarnov']
PNJM-230326-0224,"['Asmaraloka/ Danarto', 'BLANKIS/ ARSWENDO ATMOWILOTO']"
PNJM-230326-0225,"['English Grammar Completed Edition/ A. Faidlal Rahman Ali', 'Jendela Iptek Astronomi/ Kristen Lippincott']"
PNJM-230326-0226,"['Ruqyah Jin, Sihir dan Terapinya/ Wahid Abdussalam Bali; Penerjemah, Sarwedi']"
PNJM-230327-0227,"['Kecil-Kecil Punya Karya: Perang Cokelat/ Andita Permatasari', 'Kecil-Kecil Punya Karya: My Writing World, Menjadi Penulis Impian/ Archea Asy-Syafaah Prissandi']"
PNJM-230327-0228,"['Kecil - Kecil Punya Karya: The Rainbow school, Pengalaman Seru Di Sekolah Baru/ Amatullah Nuha Salsabil', 'Kumpulan Fabel Anak Muslim: Kisah-Kisah Binatang Dalam Al Quran/ Subektiningsih']"
PNJM-230327-0229,"['Lima Puluh Komik Sufi: Cara Asyik Menyimak Kisah, Hikmah, dan Ajaran Tasawuf/ Owobo']"
PNJM-230327-0230,"['Pemikiran Sistemik Dalam Bidang Organisasi Dan Manajemen/ J. Winardi', 'How The Best Leaders Lead: Rahasia Ampuh Yang Menjamin Anda Dan Siapa Yang Tergerak Untuk Meraih Hasil Terbaik/ Brian Tracy; Penerjemah: Irene Christin']"
PNJM-230327-0231,"['Using Good English For Toefl Preparation/Zainul Arifin', 'Panduan Lengkap & Mudah Belajar: Bahasa Korea Untuk Pemula/ Ifank Sofyan']"
PNJM-230327-0232,"['Modern English Conversation/ Djalinus Syah', 'Basic Conversation/ Djalinus Syah']"
PNJM-230327-0233,['Kisah Teladan & Menakjubkan 25 Nabi/ Ariany Syurfah']
PNJM-230328-0234,"['Kitab Undang-Undang Hukum Acara Pidana & Kitab Undang-Undang Hukum Pidana/ Rohmat Kurnia', 'Hukum Tata Negara Indonesia/ Dasril Radjab']"
PNJM-230328-0235,"['Hukum Tata Negara Indonesia/ Dasril Radjab', 'KUHP Dan KUHAP: Dilengkapi Yurisprudensi mahkamah Agung Dan Hoge Raad/ Soenarto Soerodibroto']"
PNJM-230328-0236,['Pengantar Statistik Pendidikan/ Anas Sudijono']
PNJM-230328-0237,['SERI ANATOMI TUBUH MANUSIA: MENGENAL SISTEM PERNAFASAN/ AANG SONHAJI']
PNJM-230328-0238,"['Autisme: Suatu Gangguan Jiwa Pada Anak-Anak/ Faisal Yatim', 'Kalau Bisa Sehat, Kenapa Harus Sakit?/ Titus K. Kurniadi']"
PNJM-230328-0239,['Ikigai: Rahasia Hidup bahagia Dan Panjang Umur Orang Jepang/ Hector Gracia']
PNJM-230328-0240,"['Panduan Belajar MySQL Database Server: Disertai Penggunaanya Untuk PHP & Visual Basic/ Wahana Komputer', 'DATABASE ENGINE/ ADI WIRA KUSUMA']"
PNJM-230328-0241,['Governance Reform Di Indonesia: Mencari Arah Kelembagaan Politik Yang Demikratis Dan Birokrasi Yang Profesional/ Wahyudi Kumurotomo']
PNJM-230328-0242,"['History of The Worlds:Sejarah Dunia Kuno dan Modern/ Nina Karina SA, Retno Sasongkowati']"
PNJM-230328-0243,['Mengatasi Gangguan Mental dan Fisik/ Tursan Hakim']
PNJM-230329-0244,"['SPSS: Panduan Mudah Olah Data Bagi Mahasiswa & Umum/ Duwi Priyanto', 'ANALISIS KORELASI, REGRESI DAN MULTIVARIATE DENGAN SPSS/DUWI PRIYATNO']"
PNJM-230329-0245,"['Metodologi Penelitian Keuangan: Prosedur, Ide Dan Kontrol/Said Kelana Asnawi', 'Alat Analisis Data: Aplikasi Statistik Untuk Penelitian Bidang Ekonomi & Sosial/ Irwan Gani, Siti Amalia']"
PNJM-230329-0246,['Konsep & Perancangan DataBase/ Harianto Kristanto']
PNJM-230329-0247,"['Air mata Bulan: Mala Petaka Di Mulai/ Ziggy Zezsyazeoviennazabrizkie', 'The Bad Boy In Suit/Yessy N']"
PNJM-230329-0248,['Undang-Undang Perikanan dan Perubahannya Edisi Terbaru/ Fokusindo Mandiri']
PNJM-230329-0249,['Electronic Goverment: Strategi Pembangunan dan Pengembangan Sistem Pelayanan Publik Berbasis Teknologi Digital/ Richardus Eko Indrajit']
PNJM-230330-0250,['PENGANTAR AKUNTANSI: SOAL LATIHAN DAN PENYELESAINNYA / HERY']
PNJM-230330-0251,['Head Strong: Memperkuat Hubungan Otak Dan Tubuh Untuk Mendapatkan fisik Dan Mental Yang Fit/ Tony Buzan']
PNJM-230330-0252,['Kiat Menulis Fiksi: 50 Hari Jadi Penulis Besar/ Sides Sudyarto DS']
PNJM-230330-0253,"['Psikologi Pendidikan: (Komponen MKDK)/ M. Dalyono', 'Belajar & Faktor-Faktor Yang Mempengaruhinya/ Slameto']"
PNJM-230330-0254,"['Terimakasih Temanku/ Ermina Krismarsanti', 'Mom, I Learn English: Belajar Bahasa Inggris Untuk Anak/Contessa Dewi']"
PNJM-230330-0255,['SERI PENDIDIKAN LINGKUNGAN DAN PENGETAHUAN UMUM: MANFAAT PEPAYA BUAT KITA/ DIVISI PENERBITAN DAN DOKUMENTASI PPLH SELOLIMAN']
PNJM-230330-0256,"['Cara Jitu Lulus Tes TNI-Polri/ Ratih Putri Pratiwi', 'Tokcer Garap Psikotes SMP Dan SMA: Panduan Super Komplet Kerjakan Varian Soal Psikotes/ Dwi sunur Prastiyono']"
PNJM-230330-0257,"['Strategi Pengecut: Sun Tzu/ Stanley Bing; Penerjemah, Isman H. Suryaman', 'Segarkan Imanmu: Petunjuk Meraih Kemuliaan Moral Dan Kebahagiaan Spiritual/ Syekh Muhammad Al-Ghazali; Penerjemah, Abad Badruzzaman']"
PNJM-230330-0258,"['Metode Penelitian Kuantitatif: Pengembangan Hipotesis Dan Pengujiannya Menggunakan SmartPLS/ Paulus Insap Santosa', 'Metodologi Penelitian Sosial: Pendekatan Kualitatif dan Kuantitatif Edisi 7/ W. Lawrence Neuman; Penerjemah, Edina T. Sofia.']"
PNJM-230331-0259,['PARADIGMA SOSIOLOGI SASTRA/ NYOMAN KUTHA RATNA']
PNJM-230331-0260,"['BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI', 'Seri Ilmu Pintar SIP Kimia SMA/MA Kelas XI/ Nurkhozin, Sri Mulyani']"
PNJM-230331-0261,"['Makin Cantik Aja!: Panduan Kesehatan Psikologis Wanita dari Stres Hingga Diet/ Ruzanna ZamZam, Marhani Midin, Hanizam Abd. Ghani']"
PNJM-230331-0262,"['Aplikasi Statistika dalam Penelitian Edisi Revisi: Konsep Statistika yang Lebih Komprehensif/ Supardi', 'STRATEGI PEMBELAJARAN/ ABDUL MAJID']"
PNJM-230331-0263,"['Studi Ilmu-Ilmu Quran/Manna Khalil Al-Qattan; Penerjemah, Mudzakir As', 'ULUMUL QURAN: ILMU UNTUK MEMAHAMI WAHYU/ ACEP HERMAWAN']"
PNJM-230331-0264,['Metode Penelitian Bahasa/ Mansun']
PNJM-230331-0265,"['Spooky Stories: Hell City/ Indzana Zulfa', 'Seri Tokoh Dunia 19: Wright Bersaudara/ Lin Jue Hwa; Penerjemah, Klara Siauw']"
PNJM-230331-0266,['Analisis Dan Perancangan Sistem Basis Data/ Wahyuni Reksoatmodjo']
PNJM-230401-0001,"['Mukhtashar Minhajul Qashidin: Mearaih Kebahagiaan Hakiki Sesuai Tuntunan Ilahi/Al-Imam IBnu Qudamah Al-Maqdisi; Penerjemah, Izzudin Karimi', 'Minhajul Muslim: Konsep Hidup Ideal Dalam Islam/ Syaikh Abu Bakar Jabir Al-Jaza Iri; Penerjemah, Musthofa Aini, Amir Hamzah FAchrudin']"
PNJM-230401-0002,['STRATEGI PEMBELAJARAN PENDIDIKAN KARAKTER/ SUYADI']
PNJM-230401-0003,['STRATEGI PEMBELAJARAN PENDIDIKAN KARAKTER/ SUYADI']
PNJM-230401-0004,"['Peningkatan Kualitas Pelayanan Publik Indonesia/ Muhammad Alfiansyah', 'Demokrasi Bukan Basa-Basi/ Zaenal A Budiyono']"
PNJM-230401-0005,"['Ilmu Negara: Pengembangan Teori Bernegara dan Suplemen/ Hendra Nurtjahjo', 'Ilmu Negara: (Umum dan Indonesia)/ C.S.T. Kansil& Christine S.T. Kansil']"
PNJM-230401-0006,"['Perpajakan Indonesia Buku 1 Edisi 8: Pembahasan Sesuai Dengan Ketentuan Perundang-Undangan Perpajakan Dan Aturan Pelaksanaan Perpajakan Terbaru/ Waluyo', 'Akuntansi Perpajakan dan Cara Menghadapi Pemeriksaan Pajak/ Karianton Tampubolon']"
PNJM-230401-0007,['PERPAJAKAN (EDISI REVISI)/MARDIASMO']
PNJM-230402-0008,['Psikologi Pendidikan: (Komponen MKDK)/ M. Dalyono']
PNJM-230402-0009,"['Pangeran Suta Dan Raja Bayang/ Mahyudin Al Mudra, Tuti Sumarningsih', 'Sains Kuno Yang Cemerlang 2/ Koh Yun Kon; Penerjemah, Deni Supardi']"
PNJM-230402-0010,"['Seri Fabel Akhlak Harimau Yang Licik/ Ranttisi', 'Kelelawar Sang Pemburu Malam/ Tutut Wibisono']"
PNJM-230402-0011,"['Buku Hapus-Tulis: Mahir Menggambar Binatang/ T&N', 'Lumba-Lumba Yang Pemaaf/ Taufik Hidayat']"
PNJM-230402-0012,"['Menjelajah Bersama Ello: Lautan/ Risa Perwita', 'Craft Untuk Anak-Anak: Craft Berbagai Negara/ Greta Speechley; Penerjemah, Joni Setiawan']"
PNJM-230402-0013,"['Outliers: rahasia Di Balik Sukses/ Gladwell Malcolm, Penerjemah: Fahmy Yamani']"
PNJM-230403-0014,['PsikologiPendidikan Edisi Terbaru/ Dimyati Mahmud']
PNJM-230403-0015,"['Dandan Setia Dan Sejumlah Cerita Rakyat Riau yang Lain/ Syaukani Al Karim', 'Raja Muda/ Rahmad Chumasin']"
PNJM-230403-0016,['Statistika Bagi Peneliti Pendidikan/ Julius H. Lolombulan']
PNJM-230403-0017,['KONSEP DAN PERANCANGAN BASIS DATA/ SINTHA SETYANINGSRUM']
PNJM-230403-0018,"['STRATEGI PEMBELAJARAN/ ABDUL MAJID', 'Evaluasi Pembelajaran: Prinsip Teknik Prosedur/ Zainal Arifin']"
PNJM-230403-0019,"['STRATEGI PEMBELAJARAN/ ABDUL MAJID', 'Evaluasi Pembelajaran: Prinsip Teknik Prosedur/ Zainal Arifin']"
PNJM-230403-0020,"['PETUALANGAN SHERLOCK HOLMES/ SIR ARTHUR CONAN DOYLE; PENERJEMAH, DAISY DIANA SARI']"
PNJM-230403-0021,"['The Busy Girls Guide To Looking Great: Exercise & Diet/ Caroline Jones, Penerjemah: Dian Pertiwi', 'Rahasia Sehat Setiap Hari/ Teguh Aribowo, Afin Murtiningsih']"
PNJM-230403-0022,"['Everyday English Conversation/ Silvester Goridus Sukur', 'Panduan Menguasai 16 Tenses Dilengkapi dengan Daftar Kata Kerja Beraturan & Tak Beraturan/ Idi Supono']"
PNJM-230403-0023,['Belajar Membaca Lewat Gambar/Rini Fazriana']
PNJM-230404-0024,"['Pengantar Ilmu Sejarah/ Hugiono, Poerwantana']"
PNJM-230404-0025,"['Pendidikan karakter: Konstruksi Teoretik & Praktik/ Fatchul Muin', 'Penelitian Pendidikan Merancang Dan Melaksanakan Penelitian Pada Bidang Pendidikan/ Clifotd DJ Drew, Penerjemah Harsiwi Fajar Sari']"
PNJM-230404-0026,"['CREATING SIMPLE ADVERTISEMENTS: MEMBUAT IKLAN SEDERHANA/ MIRMA RESPATI', 'Panduan Belajar Otodidak Microsoft Excel 2007 Mudah,Praktis, dan Lengkap/Catur Hadi Purnomo']"
PNJM-230404-0027,"['A My Sterious Sacandal Vol 4/Kim Yun -A', 'Bubble Pop High School Sweet Story Chasing You 10/ Nurul Pertiwi [et.al]']"
PNJM-230404-0028,"['Fantasteen 17: Dendam Diwa/Nandisa Hafid, Kis, Si Lim', 'Roro Pejaga Laut: Kereta Kencana/ Devi P. & Tabi']"
PNJM-230404-0029,"['Sari Buah Nanas/ Hieronymus Budi Santoso', 'Jaylekong/ Dayat Simbaia']"
PNJM-230405-0029,"['Pengantar Ekonomi Makro/Deliarnov', 'I Need You: I Just Cant Show You/ Yoana Dianika']"
PNJM-230405-0030,"['Hukum Bisnis Untuk Perusahaan: Teori & Contoh Kasus/Abdul R Saliman', 'Hukum Perusahaan/ Rai Widjaya']"
PNJM-230405-0031,"['Mengenal Hewan Di Sekitar Kita Seri 2/ Erna Nasohah', 'Mama Adik bayi Makan Apa Sih: Mommy What Do babies Eat?/ Mia Sutanto']"
PNJM-230405-0032,"['Baby First Book: Mengenal Lebih Dekat Angka Indonesia-Inggris/ Yurinda Dini', 'Seri Mengenal Flora: Buah di Sekitar Kita/ Sarwono']"
PNJM-230405-0033,"['Ekonomi Dalam Perspektif islam/ Abdullah Zaky Al-Kaaf', 'Ekonomi Islam/ Pusat Pengkajian dan PengembanganEkonomi Islam']"
